LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,Blmngtn,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,IDOTRR,MeadowV,Mitchel,Names,NoRidge,NPkVill,NriddgHt,NWAmes,OLDTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker,BsmtQual,SalePrice
0.138530303,-0.776141517,-0.509958227,-0.207979753,-0.921933631,1.074457487,-0.970521526,-0.017312021,-0.306095437,-0.786051112,-0.935378027,-1.026948593,-0.754515528,0.168939693,-0.929364064,-0.924861418,-1.005092677,-0.410356241,-0.739330608,-0.706743372,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,4.272235891,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.64976714
0.23141667,2.088096468,-0.509958227,1.11334882,1.041209371,1.285071922,-0.87275507,0.304180568,0.072243749,1.893009169,1.706402521,2.59948311,-0.754515528,1.384970946,2.93056076,2.184383674,1.623333136,1.23325246,0.42491492,-0.39162842,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,4.0765826,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,1.693101723,2.108135438
0.365357785,-0.776141517,0.389895246,-0.307079396,-1.065578241,0.687567928,-0.877302347,-0.322134624,-0.647133578,-0.786051112,-1.198733097,-1.026948593,-0.754515528,-1.047091561,-1.572684868,-0.924861418,-1.005092677,-0.559775214,0.369474656,-0.706743372,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,4.272235891,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.464200609
0.068224047,0.655977475,-0.509958227,1.146382034,1.089090907,-0.999636838,2.121626871,1.063855648,0.903524216,-0.786051112,-0.001290512,0.786267259,-0.754515528,0.168939693,0.357277544,0.629761128,1.623333136,1.718864121,0.527875408,-0.211562734,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,3.144516549,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,0.581693188,1.269886627
0.102607399,-0.060082021,-0.509958227,-0.373145824,-1.161341314,0.678410778,-0.092897055,0.489931841,0.261413343,-0.786051112,-0.49713873,-1.026948593,1.234723961,-1.047091561,-0.929364064,0.629761128,-1.005092677,-0.559775214,-0.739330608,2.489422566,2.382311708,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,2.358478456,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.297830616
-0.513213819,0.655977475,2.189602192,-1.397175468,0.801801688,-0.999636838,0.616478166,-0.512648751,-0.801666485,-0.786051112,-1.318065863,-1.026948593,-0.754515528,-1.047091561,-0.929364064,-0.924861418,0.30912023,0.486157596,-0.359168803,0.973869703,-0.359104974,-0.098584375,-0.05873218,-0.102079973,5.115522278,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.61777291
0.143790442,-0.060082021,1.289748719,-0.042813681,-0.682525948,0.323571241,-0.306619076,-0.103043378,-0.402012414,-0.786051112,-1.00944664,-1.026948593,-0.754515528,-1.047091561,-0.929364064,0.629761128,0.30912023,0.037900677,-0.739330608,-0.706743372,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,2.358478456,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.40021215
0.086057203,-1.492201014,-0.509958227,-0.141913324,-0.826170558,-0.999636838,-1.275189089,-2.49399567,0.375980843,-0.786051112,-0.408667886,0.786267259,-0.754515528,-1.047091561,-0.28604326,-0.924861418,0.30912023,0.205997022,-0.739330608,-0.706743372,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,4.272235891,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-3.863940951,-1.155275965
0.45862904,-0.776141517,-0.509958227,1.080315605,0.945446298,0.47924278,-0.211126258,0.158913546,-0.108932763,-0.786051112,-0.783125877,-1.026948593,1.234723961,0.168939693,-0.28604326,-0.924861418,0.30912023,0.486157596,-0.739330608,0.823814965,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,4.717662968,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.272235232
-0.328467454,-0.776141517,0.389895246,-0.439212253,-0.921933631,0.154163979,-0.081528862,-0.043507714,0.490548343,-0.786051112,-0.320197043,-1.026948593,-0.754515528,0.168939693,-0.28604326,-0.924861418,-1.005092677,-0.830597102,-0.739330608,-0.706743372,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,2.358478456,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.528189068
0.525343005,1.372036972,-0.509958227,1.11334882,1.041209371,-0.999636838,1.357684326,0.263696316,0.008299098,2.071300396,1.813390518,2.59948311,1.234723961,1.384970946,1.643919152,0.629761128,1.623333136,1.779565579,1.161478416,1.604099607,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,4.0765826,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,1.693101723,1.85602091
-0.342708319,0.655977475,1.289748719,-1.364142253,-1.640156681,-0.999636838,0.173118653,-0.977026935,-0.124918925,-0.786051112,-0.795470646,-1.026948593,-0.754515528,0.168939693,-0.28604326,0.629761128,-1.005092677,-0.895967903,-0.739330608,-0.706743372,2.834022412,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,5.594671025,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.523069991
-0.048525392,1.372036972,-0.509958227,1.014249177,0.849683224,-0.999636838,2.765066574,1.737799372,1.705496718,-0.786051112,0.618005395,0.786267259,-0.754515528,0.168939693,0.357277544,0.629761128,0.30912023,0.290045194,0.614995822,1.679126976,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,3.144516549,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,0.581693188,0.636400884
-0.7564632,-0.776141517,1.289748719,0.155385605,-0.395236728,0.923364523,-0.820461383,-0.017312021,-0.252808228,-0.786051112,-0.894228797,-1.026948593,-0.754515528,0.168939693,-0.28604326,0.629761128,0.30912023,0.467480224,0.052673152,0.943858756,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,8.807264697,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,0.581693188,-0.644648063
-0.240456338,-0.776141517,2.189602192,-0.10888011,0.801801688,-0.569250819,-0.811366829,0.03031651,-0.252808228,-0.786051112,-0.894228797,-1.026948593,-0.754515528,0.168939693,-0.28604326,0.629761128,-1.005092677,-0.942661332,2.476204658,0.643749278,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,4.272235891,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.336223691
0.527267446,1.372036972,-0.509958227,1.179415248,1.089090907,-0.999636838,2.285328845,1.235318363,1.185946426,-0.786051112,0.216800405,0.786267259,-0.754515528,0.168939693,0.357277544,0.629761128,1.623333136,1.952331266,-0.739330608,0.133563166,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,4.0765826,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,0.581693188,0.972980178
-0.374654045,-0.776141517,1.289748719,-0.670444753,0.753920151,-0.463943602,-0.865934154,-0.350711743,-0.679105903,-0.786051112,-1.223422635,-1.026948593,-0.754515528,0.168939693,-0.929364064,-0.924861418,0.30912023,0.486157596,1.018917739,-0.226568208,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,2.358478456,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.581939373
0.174196615,1.372036972,-0.509958227,1.179415248,1.136972444,1.788715136,-0.170200765,1.563955231,1.463039915,-0.786051112,0.4307764,0.786267259,-0.754515528,0.168939693,0.357277544,0.629761128,1.623333136,1.401348804,-0.739330608,0.043530322,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,4.0765826,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,1.693101723,1.609025459
0.795534564,-0.776141517,0.389895246,-0.472245467,0.610275541,1.923783089,-0.804545914,1.040041383,1.185946426,-0.786051112,0.216800405,-1.026948593,-0.754515528,-1.047091561,-0.28604326,2.184383674,-1.005092677,-0.71386353,1.541640221,3.164668891,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,2.358478456,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,0.348452819
-0.487041417,-1.492201014,0.389895246,-1.463241896,-1.640156681,-0.999636838,-0.092897055,-1.255653846,-1.691562882,-0.786051112,-2.005257999,-1.026948593,-0.754515528,-2.263122814,-1.572684868,-0.924861418,-1.005092677,-1.082741619,-0.351248765,-0.706743372,0.996027136,-0.098584375,-0.05873218,-0.102079973,5.115522278,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-1.430426338
-0.207869132,-1.492201014,-1.4098117,-1.694474396,-1.640156681,-0.999636838,0.200402315,-0.948449816,-1.347860381,0.781034937,-0.365461195,-1.026948593,-0.754515528,0.168939693,-0.28604326,-0.924861418,-1.005092677,-1.03604819,-0.739330608,0.103552218,2.320006784,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,5.594671025,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-1.795160554
-0.202224104,-0.776141517,0.389895246,-0.174946538,1.041209371,-0.999636838,1.516839022,0.430396177,0.194804331,-0.786051112,-0.548575267,-1.026948593,1.234723961,0.168939693,-0.28604326,-0.924861418,-1.005092677,-0.937991989,-0.739330608,0.268612431,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,4.272235891,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.395732958
0.119157594,1.372036972,-0.509958227,1.179415248,1.089090907,-0.999636838,1.530480854,0.444684736,0.210790494,-0.786051112,-0.536230499,0.786267259,-0.754515528,0.168939693,0.357277544,-0.924861418,0.30912023,0.056578049,-0.739330608,-0.256579155,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,3.144516549,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,1.693101723,-0.004763474
0.055394439,-0.776141517,-0.509958227,-0.406179038,-1.209222851,1.330857669,-0.411206449,0.835238696,1.452382473,-0.786051112,0.422546554,-1.026948593,1.234723961,1.384970946,-0.28604326,0.629761128,0.30912023,-0.116187638,-0.739330608,-0.136535364,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,2.358478456,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.189050236
-0.360156587,2.088096468,-0.509958227,1.11334882,0.993327834,1.639911459,-0.34754457,1.22341123,1.082036368,-0.786051112,0.136559407,0.786267259,-0.754515528,-1.047091561,-0.28604326,0.629761128,0.30912023,0.392770738,0.868437025,-0.001486099,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,4.0765826,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,1.693101723,1.244291243
0.423091024,1.372036972,-0.509958227,1.080315605,0.993327834,-0.999636838,1.264465146,0.166057826,-0.060974274,2.31058599,1.969757591,2.59948311,1.234723961,1.384970946,1.643919152,0.629761128,1.623333136,1.023132029,0.155633641,-0.226568208,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,4.0765826,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,1.693101723,1.647418534
0.094781337,-0.776141517,-0.509958227,0.749983462,0.514512468,-0.999636838,1.218992375,0.118429294,-0.154226891,-0.786051112,-0.818102722,-1.026948593,1.234723961,0.168939693,-0.28604326,-0.924861418,0.30912023,0.934414514,2.365324131,0.253606957,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,3.144516549,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,0.581693188,-0.451402917
-0.203763657,-0.776141517,0.389895246,-0.57134511,0.275104785,1.777268699,-1.084203453,0.594714611,0.378645203,-0.786051112,-0.406610425,-1.026948593,-0.754515528,0.168939693,-0.929364064,0.629761128,0.30912023,0.12194885,-0.739330608,-0.706743372,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,2.358478456,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.349021383
-0.28202427,-0.776141517,1.289748719,-0.604378324,1.089090907,0.673832204,-0.533982929,0.023172231,-0.260801309,-0.786051112,-0.900401182,-1.026948593,-0.754515528,0.168939693,-0.929364064,-0.924861418,-1.005092677,-1.054725561,-0.739330608,0.07354127,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,2.358478456,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.912119821
-0.523477506,-1.492201014,-0.509958227,-0.538311896,-1.400748997,-0.999636838,-1.275189089,-2.49399567,-0.007687065,-0.786051112,-0.70494234,0.786267259,-0.754515528,-1.047091561,-0.28604326,-0.924861418,-2.319305584,-2.203383915,-0.739330608,-0.706743372,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,3.770973239,-0.24521915,-0.178680054,-0.113503585,-0.201959618,-0.423856372,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-3.863940951,-1.257657499
-0.18759835,-0.060082021,-0.509958227,-0.207979753,-0.921933631,0.472374918,-0.263419944,0.096996455,0.450582936,-0.786051112,-0.351058965,0.786267259,-0.754515528,0.168939693,-0.28604326,0.629761128,0.30912023,-0.148873039,-0.739330608,1.364012024,-0.359104974,-0.098584375,-0.05873218,-0.102079973,-0.195416238,-0.123926774,-0.317904551,-0.190625751,-0.26509234,-0.24521915,-0.178680054,-0.113503585,-0.201959618,2.358478456,-0.155871661,-0.089272218,-0.24521915,-0.217156595,-0.299192001,-0.129527778,-0.233988981,-0.211896468,-0.258343824,-0.133584258,-0.159308317,-0.091208079,-0.529715347,-0.259437541
